,from,to,type,pathway
1086,Col5a2,Itgb1_itga1,Secreted Signaling,
1087,Col5a2,Itga1,Secreted Signaling,
1088,Col5a2,Itgb1_itga2,Secreted Signaling,
1089,Col5a2,Itga2,Secreted Signaling,
1090,Cck,Cckar,Secreted Signaling,
1091,Cck,Cckbr,Secreted Signaling,
1092,Fcer2a,Cr2,Secreted Signaling,
1093,Fcer2a,Itgb2_itgam,Secreted Signaling,
1094,Fcer2a,Itgb2,Secreted Signaling,
1095,Fcer2a,Itgam,Secreted Signaling,
1096,Fcer2a,Itgav_itgb3,Secreted Signaling,
1097,Fcer2a,Itgav,Secreted Signaling,
1098,Fcer2a,Itgb3,Secreted Signaling,
1099,Fcer2a,Itgax_itgb2,Secreted Signaling,
1100,Fcer2a,Itgax,Secreted Signaling,
1101,Crh,Crhr1,Secreted Signaling,
1102,Crh,Crhr2,Secreted Signaling,
1103,Pros1,Axl,Secreted Signaling,
1104,Pros1,Tyro3,Secreted Signaling,
1105,Adipoq,Asgr2,Secreted Signaling,
1106,Csf1,Csf1r,Secreted Signaling,
1107,Csf3,Csf1r,Secreted Signaling,
1108,Il34,Csf1r,Secreted Signaling,
1109,Gp1ba,Itgb2_itgam,Cell-Cell Contact,
1110,Gp1ba,Itgb2,Cell-Cell Contact,
1111,Gp1ba,Itgam,Cell-Cell Contact,
1112,Grp,Grpr,Secreted Signaling,
1113,Vegfb,Adrb2,Secreted Signaling,
1114,Col1a2,Itgb1_itga10,Secreted Signaling,
1115,Col1a2,Itgb1,Secreted Signaling,
1116,Col1a2,Itga10,Secreted Signaling,
1117,Col1a2,Itgb1_itga11,Secreted Signaling,
1118,Col1a2,Itga11,Secreted Signaling,
1119,Col1a2,Itgb1_itga1,Secreted Signaling,
1120,Col1a2,Itga1,Secreted Signaling,
1121,Col1a2,Itgb1_itga2,Secreted Signaling,
1122,Col1a2,Itga2,Secreted Signaling,
1123,Ntf3,Ngfr,Secreted Signaling,
1124,Bdnf,Ngfr,Secreted Signaling,
1125,Ntf5,Ngfr,Secreted Signaling,
1126,Il2,Ngfr,Secreted Signaling,
1127,Cd55,Adgre5,Cell-Cell Contact,
1128,Mmp2,Itgav_itgb3,Secreted Signaling,
1129,Mmp2,Itgav,Secreted Signaling,
1130,Mmp2,Itgb3,Secreted Signaling,
1131,Col4a2,Itgb1_itga10,Secreted Signaling,
1132,Col4a2,Itgb1,Secreted Signaling,
1133,Col4a2,Itga10,Secreted Signaling,
1134,Col4a2,Itgb1_itga11,Secreted Signaling,
1135,Col4a2,Itga11,Secreted Signaling,
1136,Col4a2,Itgb1_itga1,Secreted Signaling,
1137,Col4a2,Itga1,Secreted Signaling,
1138,Col4a2,Itgb1_itga2,Secreted Signaling,
1139,Col4a2,Itga2,Secreted Signaling,
1140,Ptprc,Cd22,Cell-Cell Contact,
1141,Ptprc,Mrc1,Cell-Cell Contact,
1142,Ptprc,Sema4d,Cell-Cell Contact,
1143,Hgf,Met,Secreted Signaling,
1144,Fgf4,Fgfr1,Secreted Signaling,
1145,Fgf4,Fgfr2,Secreted Signaling,
1146,Fgf4,Fgfr3,Secreted Signaling,
1147,Ddc,Htr1a,Secreted Signaling,
1148,Nmb,Nmbr,Secreted Signaling,
1149,Fgf2,Fgfr1,Secreted Signaling,
1150,Fgf2,Cd44,Secreted Signaling,
1151,Fgf2,Fgfr2,Secreted Signaling,
1152,Fgf2,Fgfr4,Secreted Signaling,
1153,Fgf2,Fgfr3,Secreted Signaling,
1154,Fgf2,Fgfrl1,Secreted Signaling,
1155,Fgf2,Itgav_itgb3,Secreted Signaling,
1156,Fgf2,Itgav,Secreted Signaling,
1157,Fgf2,Itgb3,Secreted Signaling,
1158,Cd48,Cd244a,Cell-Cell Contact,
1159,Csf1,Slc7a1,Secreted Signaling,
1160,Csf1,Sirpa,Secreted Signaling,
1161,Csf1,Celsr3,Secreted Signaling,
1162,Pdgfd,Pdgfrb,Secreted Signaling,
1163,Gip,Dpp4,Secreted Signaling,
1164,Gip,Gipr,Secreted Signaling,
1165,Csf3,Csf3r,Secreted Signaling,
1166,C4a,C5ar2,Secreted Signaling,
1167,Nps,Npsr1,Secreted Signaling,
1168,Saa1,Fpr2,Secreted Signaling,
1169,Adora3,Entpd1,Cell-Cell Contact,
1170,Pyy,Npy1r,Secreted Signaling,
1171,Pyy,Dpp4,Secreted Signaling,
1172,Pyy,Npy2r,Secreted Signaling,
1173,Pyy,Npy5r,Secreted Signaling,
1174,Calca,Calcrl_ramp1,Secreted Signaling,
1175,Calca,Calcrl,Secreted Signaling,
1176,Calca,Ramp1,Secreted Signaling,
1177,Spp1,Cd44,Secreted Signaling,
1178,Spp1,Ptger4,Secreted Signaling,
1179,Spp1,Ccr8,Secreted Signaling,
1180,Spp1,Itgb1_itga4,Secreted Signaling,
1181,Spp1,Itgb1,Secreted Signaling,
1182,Spp1,Itga4,Secreted Signaling,
1183,Spp1,Itgb1_itga9,Secreted Signaling,
1184,Spp1,Itga9,Secreted Signaling,
1185,Spp1,Itgav_itgb3,Secreted Signaling,
1186,Spp1,Itgav,Secreted Signaling,
1187,Spp1,Itgb3,Secreted Signaling,
1188,Tgfb3,Tgfbr3,Secreted Signaling,
1189,Tgfb3,Tgfbr1_tgfbr2,Secreted Signaling,
1190,Tgfb3,Tgfbr1,Secreted Signaling,
1191,Tgfb3,Tgfbr2,Secreted Signaling,
1192,Tgfb3,Tgfbr2_acvr1,Secreted Signaling,
1193,Tgfb3,Acvr1,Secreted Signaling,
1194,Tgfb3,Itgav_itgb6,Secreted Signaling,
1195,Tgfb3,Itgav,Secreted Signaling,
1196,Tgfb3,Itgb6,Secreted Signaling,
1197,Tgfb3,Itgb8_itgav,Secreted Signaling,
1198,Tgfb3,Itgb8,Secreted Signaling,
1199,Kitl,Kit,Secreted Signaling,
1200,Cd28,Cd80,Cell-Cell Contact,
1201,Cd28,Cd86,Cell-Cell Contact,
1202,Fgf6,Fgfr1,Secreted Signaling,
1203,Fgf6,Fgfr2,Secreted Signaling,
1204,Fgf6,Fgfr3,Secreted Signaling,
1205,Dio3_tg,Thra,Secreted Signaling,
1206,Dio3,Thra,Secreted Signaling,
1207,Tg,Thra,Secreted Signaling,
1208,Clu,Trem2_tyrobp,Secreted Signaling,
1209,Clu,Trem2,Secreted Signaling,
1210,Clu,Tyrobp,Secreted Signaling,
1211,Iapp,Ide,Secreted Signaling,
1212,Lamc1,Itgb1_itga2,Secreted Signaling,
1213,Lamc1,Itgb1,Secreted Signaling,
1214,Lamc1,Itga2,Secreted Signaling,
1215,Lamc1,Itgb1_itga6,Secreted Signaling,
1216,Lamc1,Itga6,Secreted Signaling,
1217,Lamc1,Itgb1_itga7,Secreted Signaling,
1218,Lamc1,Itga7,Secreted Signaling,
1219,Lamc1,Itgav_itgb3,Secreted Signaling,
1220,Lamc1,Itgav,Secreted Signaling,
1221,Lamc1,Itgb3,Secreted Signaling,
1222,Fam3c,Lamp1,Secreted Signaling,
1223,Fgf5,Fgfr1,Secreted Signaling,
1224,Ncam1,Fgfr1,Secreted Signaling,
1225,Hbegf,Vdr,Secreted Signaling,
1226,Fgf3,Fgfr2,Secreted Signaling,
1227,Fgf3,Fgfr3,Secreted Signaling,
1228,Fgf5,Fgfr2,Secreted Signaling,
1229,Fgf5,Fgfr3,Secreted Signaling,
1230,Col11a1,Itgb1_itga10,Secreted Signaling,
1231,Col11a1,Itgb1,Secreted Signaling,
1232,Col11a1,Itga10,Secreted Signaling,
1233,Col11a1,Itgb1_itga11,Secreted Signaling,
1234,Col11a1,Itga11,Secreted Signaling,
1235,Col11a1,Itgb1_itga1,Secreted Signaling,
1236,Col11a1,Itga1,Secreted Signaling,
1237,Col11a1,Itgb1_itga2,Secreted Signaling,
1238,Col11a1,Itga2,Secreted Signaling,
1239,Col6a1,Itgb1_itga10,Secreted Signaling,
1240,Col6a1,Itgb1,Secreted Signaling,
1241,Col6a1,Itga10,Secreted Signaling,
1242,Col6a1,Itgb1_itga11,Secreted Signaling,
1243,Col6a1,Itga11,Secreted Signaling,
1244,Col6a1,Itgb1_itga1,Secreted Signaling,
1245,Col6a1,Itga1,Secreted Signaling,
1246,Col6a1,Itgb1_itga2,Secreted Signaling,
1247,Col6a1,Itga2,Secreted Signaling,
1248,Col6a2,Itgb1_itga10,Secreted Signaling,
1249,Col6a2,Itgb1,Secreted Signaling,
1250,Col6a2,Itga10,Secreted Signaling,
1251,Col6a2,Itgb1_itga11,Secreted Signaling,
1252,Col6a2,Itga11,Secreted Signaling,
1253,Col6a2,Itgb1_itga1,Secreted Signaling,
1254,Col6a2,Itga1,Secreted Signaling,
1255,Col6a2,Itgb1_itga2,Secreted Signaling,
1256,Col6a2,Itga2,Secreted Signaling,
1257,Col6a3,Itgb1_itga10,Secreted Signaling,
1258,Col6a3,Itgb1,Secreted Signaling,
1259,Col6a3,Itga10,Secreted Signaling,
1260,Col6a3,Itgb1_itga11,Secreted Signaling,
1261,Col6a3,Itga11,Secreted Signaling,
1262,Col6a3,Itgb1_itga1,Secreted Signaling,
1263,Col6a3,Itga1,Secreted Signaling,
1264,Col6a3,Itgb1_itga2,Secreted Signaling,
1265,Col6a3,Itga2,Secreted Signaling,
1266,Pthlh,Pth2r,Secreted Signaling,
1267,Pthlh,Prlhr,Secreted Signaling,
1268,Pthlh,Pth1r,Secreted Signaling,
1269,Bmp2,Smo,Secreted Signaling,
1270,Cdh1,Klrg1,Cell-Cell Contact,
1271,Cdh1,Itgb1_itga2,Cell-Cell Contact,
1272,Cdh1,Itgb1,Cell-Cell Contact,
1273,Cdh1,Itga2,Cell-Cell Contact,
1274,Cdh1,Itgb7_itgae,Cell-Cell Contact,
1275,Cdh1,Itgb7,Cell-Cell Contact,
1276,Cdh1,Itgae,Cell-Cell Contact,
1277,Ccl4,Slc7a1,Secreted Signaling,
1278,Ccl4,Cnr2,Secreted Signaling,
1279,Ccl4,Ccr5,Secreted Signaling,
1280,Ccl4,Ccr8,Secreted Signaling,
1281,Ccl4,Gpr152,Secreted Signaling,
1282,Ccl4,Gprc5d,Secreted Signaling,
1283,Ccl12,Ccr2,Secreted Signaling,
1284,Ccl12,Ccr10,Secreted Signaling,
1285,Ccl12,Ackr1,Secreted Signaling,
1286,Ccl5,Ccr1,Secreted Signaling,
1287,Ccl5,Ccr3,Secreted Signaling,
1288,Ccl5,Ccr4,Secreted Signaling,
1289,Ccl5,Ccr5,Secreted Signaling,
1290,Ccl5,Ackr1,Secreted Signaling,
1291,Ccl5,Ackr4,Secreted Signaling,
1292,Bdnf,Ncam1,Secreted Signaling,
1293,Gdnf,Ncam1,Secreted Signaling,
1294,Icam2,Cd209e,Cell-Cell Contact,
1295,Icam2,Itgb2_itgal,Cell-Cell Contact,
1296,Icam2,Itgb2,Cell-Cell Contact,
1297,Icam2,Itgal,Cell-Cell Contact,
1298,Ceacam1,Sele,Cell-Cell Contact,
1299,Ceacam1,Cd209e,Secreted Signaling,
1300,H2-t23,Klrc1,Cell-Cell Contact,
1301,Col11a2,Itgb1_itga10,Secreted Signaling,
1302,Col11a2,Itgb1,Secreted Signaling,
1303,Col11a2,Itga10,Secreted Signaling,
1304,Col11a2,Itgb1_itga11,Secreted Signaling,
1305,Col11a2,Itga11,Secreted Signaling,
1306,Col11a2,Itgb1_itga1,Secreted Signaling,
1307,Col11a2,Itga1,Secreted Signaling,
1308,Col11a2,Itgb1_itga2,Secreted Signaling,
1309,Col11a2,Itga2,Secreted Signaling,
1310,Sell,Cd34,Cell-Cell Contact,
1311,Sell,Selplg,Cell-Cell Contact,
1312,Sell,Podxl2,Cell-Cell Contact,
1313,Mif,Tnfrsf14,Secreted Signaling,
1314,Hgf,Cd44,Secreted Signaling,
1315,Ddc,Drd2,Secreted Signaling,
1316,Cd46,Jag1,Cell-Cell Contact,
1317,Vegfa,Ephb2,Secreted Signaling,
1318,Vegfa,Grin2b,Secreted Signaling,
1319,Nppc,Npr1,Secreted Signaling,
1320,Cd44,Sele,Cell-Cell Contact,
1321,Cd44,Siglec15,Cell-Cell Contact,
1322,Hbegf,Cd44,Secreted Signaling,
1323,Selp,Cd34,Cell-Cell Contact,
1324,Selp,Selplg,Cell-Cell Contact,
1325,Selp,Podxl2,Cell-Cell Contact,
1326,Spn,Siglec1,Cell-Cell Contact,
1327,Pdgfc,Pdgfra,Secreted Signaling,
1328,Pecam1,Cd38,Cell-Cell Contact,
1329,Pecam1,Cd177,Cell-Cell Contact,
1330,Ctla4,Cd80,Cell-Cell Contact,
1331,Ctla4,Cd86,Cell-Cell Contact,
1332,Gh,Prlr,Secreted Signaling,
1333,Gphb5_gpha2,Tshr,Secreted Signaling,
1334,Gphb5,Tshr,Secreted Signaling,
1335,Gpha2,Tshr,Secreted Signaling,
1336,Cga_tshb,Tshr,Secreted Signaling,
1337,Cga,Tshr,Secreted Signaling,
1338,Tshb,Tshr,Secreted Signaling,
1339,Sele,Selplg,Cell-Cell Contact,
1340,Sele,Glg1,Cell-Cell Contact,
1341,Sele,Podxl2,Cell-Cell Contact,
1342,Nppc,Npr3,Secreted Signaling,
1343,Ostn,Npr3,Secreted Signaling,
1344,Lgals3,Mertk,Secreted Signaling,
1345,Igfbp3,Tmem219,Secreted Signaling,
1346,Bmp7,Slamf1,Secreted Signaling,
1347,Bmp7,Ptprk,Secreted Signaling,
1348,Adcyap1,Dpp4,Secreted Signaling,
1349,Adcyap1,Vipr1,Secreted Signaling,
1350,Adcyap1,Adcyap1r1,Secreted Signaling,
1351,Adcyap1,Vipr2,Secreted Signaling,
1352,Adcyap1,Sctr,Secreted Signaling,
1353,Cdh2,Cdh2,Cell-Cell Contact,
1354,Kitl,Epor,Secreted Signaling,
1355,Vcam1,Itgb1_itga4,Cell-Cell Contact,
1356,Vcam1,Itgb1,Cell-Cell Contact,
1357,Vcam1,Itga4,Cell-Cell Contact,
1358,Vcam1,Itgb7_itga4,Cell-Cell Contact,
1359,Vcam1,Itgb7,Cell-Cell Contact,
1360,Vcam1,Itgb1_itga9,Cell-Cell Contact,
1361,Vcam1,Itga9,Cell-Cell Contact,
1362,Vcam1,Itgb2_itgad,Cell-Cell Contact,
1363,Vcam1,Itgb2,Cell-Cell Contact,
1364,Vcam1,Itgad,Cell-Cell Contact,
1365,Grn,Tnfrsf1a,Secreted Signaling,
1366,Fasl,Tnfrsf1a,Secreted Signaling,
1367,Cxcl1,Cxcr1,Secreted Signaling,
1368,Cxcl1,Cxcr2,Secreted Signaling,
1369,Cxcl1,Dpp4,Secreted Signaling,
1370,Cxcl2,Cxcr1,Secreted Signaling,
1371,Cxcl2,Cxcr2,Secreted Signaling,
1372,Grn,Tnfrsf1b,Secreted Signaling,
1373,Tac1,Tacr2,Secreted Signaling,
1374,Tac1,Tacr1,Secreted Signaling,
1375,Pmch,Mchr1,Secreted Signaling,
1376,Trh,Trhr,Secreted Signaling,
1377,Nppc,Npr2,Secreted Signaling,
1378,Ntf3,Ntrk3,Secreted Signaling,
1379,Ntf3,Ntrk2,Secreted Signaling,
1380,Edn2,Ednra,Secreted Signaling,
1381,Efna1,Epha1,Secreted Signaling,
1382,Efna1,Epha2,Secreted Signaling,
1383,Efna1,Epha3,Secreted Signaling,
1384,Efna1,Epha8,Secreted Signaling,
1385,Efna1,Epha5,Secreted Signaling,
1386,Efna1,Epha4,Secreted Signaling,
1387,Efna1,Epha7,Secreted Signaling,
1388,Col9a1,Itgb1_itga10,Secreted Signaling,
1389,Col9a1,Itgb1,Secreted Signaling,
1390,Col9a1,Itga10,Secreted Signaling,
1391,Col9a1,Itgb1_itga11,Secreted Signaling,
1392,Col9a1,Itga11,Secreted Signaling,
1393,Col9a1,Itgb1_itga1,Secreted Signaling,
1394,Col9a1,Itga1,Secreted Signaling,
1395,Col9a1,Itgb1_itga2,Secreted Signaling,
1396,Col9a1,Itga2,Secreted Signaling,
1397,Col5a1,Itgb1_itga10,Secreted Signaling,
1398,Col5a1,Itgb1,Secreted Signaling,
1399,Col5a1,Itga10,Secreted Signaling,
1400,Col5a1,Itgb1_itga11,Secreted Signaling,
1401,Col5a1,Itga11,Secreted Signaling,
1402,Col5a1,Itgb1_itga1,Secreted Signaling,
1403,Col5a1,Itga1,Secreted Signaling,
1404,Col5a1,Itgb1_itga2,Secreted Signaling,
1405,Col5a1,Itga2,Secreted Signaling,
1406,Ptn,Ptprs,Secreted Signaling,
1407,Ptn,Alk,Secreted Signaling,
1408,Efna3,Epha1,Cell-Cell Contact,
1409,Efna4,Epha1,Cell-Cell Contact,
1410,Efna5,Epha1,Cell-Cell Contact,
1411,Ddc,Drd1,Secreted Signaling,
1412,Ghrl,Tbxa2r,Secreted Signaling,
1413,Tbxas1,Tbxa2r,Secreted Signaling,
1414,Mdk,Lrp1,Secreted Signaling,
1415,Mdk,Sorl1,Secreted Signaling,
1416,Mdk,Alk,Secreted Signaling,
1417,Fgf7,Fgfr2,Secreted Signaling,
1418,Fgf7,Fgfr3,Secreted Signaling,
1419,Fgf9,Fgfr2,Secreted Signaling,
1420,Fgf8,Fgfr1,Secreted Signaling,
1421,Fgf8,Fgfr2,Secreted Signaling,
1422,Nectin1,Fgfr2,Secreted Signaling,
1423,Fgf23,Fgfr2,Secreted Signaling,
1424,Fgf22,Fgfr2,Secreted Signaling,
1425,Cd72,Sema4d,Cell-Cell Contact,
1426,Btc,Erbb3,Secreted Signaling,
1427,Ddc,Drd4,Secreted Signaling,
1428,Ddc,Drd5,Secreted Signaling,
1429,Cdh3,Cdh3,Cell-Cell Contact,
1430,Ccl1,Ccr8,Secreted Signaling,
1431,Fgf9,Fgfr3,Secreted Signaling,
1432,Fgfr3,Epha4,Secreted Signaling,
1433,Fgf8,Fgfr3,Secreted Signaling,
1434,Nectin1,Fgfr3,Secreted Signaling,
1435,Fgf23,Fgfr3,Secreted Signaling,
1436,Fgf20,Fgfr3,Secreted Signaling,
1437,Cga_lhb,Lhcgr,Secreted Signaling,
1438,Cga,Lhcgr,Secreted Signaling,
1439,Lhb,Lhcgr,Secreted Signaling,
1440,Fam3c,Glra2,Secreted Signaling,
1441,Tnfsf4,Tnfrsf4,Cell-Cell Contact,
1442,Bdnf,Ntrk2,Secreted Signaling,
1443,Bdnf,Gpr152,Secreted Signaling,
1444,Bdnf,Sort1,Secreted Signaling,
1445,Bdnf,F11r,Secreted Signaling,
1446,Tnc,Itgb1_itga4,Secreted Signaling,
1447,Tnc,Itgb1,Secreted Signaling,
1448,Tnc,Itga4,Secreted Signaling,
1449,Tnc,Itgb1_itga8,Secreted Signaling,
1450,Tnc,Itga8,Secreted Signaling,
1451,Tnc,Itgb1_itga9,Secreted Signaling,
1452,Tnc,Itga9,Secreted Signaling,
1453,Tnc,Itgav_itgb3,Secreted Signaling,
1454,Tnc,Itgav,Secreted Signaling,
1455,Tnc,Itgb3,Secreted Signaling,
1456,Tnc,Itgav_itgb6,Secreted Signaling,
1457,Tnc,Itgb6,Secreted Signaling,
1458,Cxcl5,Cxcr1,Secreted Signaling,
1459,Cxcl5,Cxcr2,Secreted Signaling,
1460,Col8a2,Itgb1_itga10,Secreted Signaling,
1461,Col8a2,Itgb1,Secreted Signaling,
1462,Col8a2,Itga10,Secreted Signaling,
1463,Col8a2,Itgb1_itga11,Secreted Signaling,
1464,Col8a2,Itga11,Secreted Signaling,
1465,Col8a2,Itgb1_itga1,Secreted Signaling,
1466,Col8a2,Itga1,Secreted Signaling,
1467,Col8a2,Itgb1_itga2,Secreted Signaling,
1468,Col8a2,Itga2,Secreted Signaling,
1469,Camp,Fpr2,Secreted Signaling,
1470,Guca2a,Gucy2c,Secreted Signaling,
1471,Guca2b,Gucy2c,Secreted Signaling,
1472,Cxcl12,Ackr3,Secreted Signaling,
1473,Fasl,Fas,Secreted Signaling,
1474,Col5a3,Itgb1_itga10,Secreted Signaling,
1475,Col5a3,Itgb1,Secreted Signaling,
1476,Col5a3,Itga10,Secreted Signaling,
1477,Col5a3,Itgb1_itga11,Secreted Signaling,
1478,Col5a3,Itga11,Secreted Signaling,
1479,Col5a3,Itgb1_itga1,Secreted Signaling,
1480,Col5a3,Itga1,Secreted Signaling,
1481,Col5a3,Itgb1_itga2,Secreted Signaling,
1482,Col5a3,Itga2,Secreted Signaling,
1483,Cd40lg,Cd40,Secreted Signaling,
1484,Insl3,Cd40,Secreted Signaling,
1485,Tnfsf13b,Cd40,Secreted Signaling,
1486,Cd70,Cd27,Secreted Signaling,
1487,Mst1,Mst1r,Secreted Signaling,
1488,Inhbc,Acvr2a,Secreted Signaling,
1489,Inhbe,Acvr2a,Secreted Signaling,
1490,Cxcl12,Dpp4,Secreted Signaling,
1491,Ccl11,Dpp4,Secreted Signaling,
1492,Gdf1,Htr4,Secreted Signaling,
1493,Col8a1,Itgb1_itga10,Secreted Signaling,
1494,Col8a1,Itgb1,Secreted Signaling,
1495,Col8a1,Itga10,Secreted Signaling,
1496,Col8a1,Itgb1_itga11,Secreted Signaling,
1497,Col8a1,Itga11,Secreted Signaling,
1498,Col8a1,Itgb1_itga1,Secreted Signaling,
1499,Col8a1,Itga1,Secreted Signaling,
1500,Col8a1,Itgb1_itga2,Secreted Signaling,
1501,Col8a1,Itga2,Secreted Signaling,
1502,Ddc,Htr1d,Secreted Signaling,
1503,Ddc,Htr1b,Secreted Signaling,
1504,Ddc,Htr2a,Secreted Signaling,
1505,Ddc,Htr2c,Secreted Signaling,
1506,Grn,Sort1,Secreted Signaling,
1507,Grn,Cd209a,Secreted Signaling,
1508,Tnfrsf8,Tnfsf8,Cell-Cell Contact,
1509,Nampt,Adora2a,Secreted Signaling,
1510,Adora2a,Entpd1,Cell-Cell Contact,
1511,Adora2b,Entpd1,Cell-Cell Contact,
1512,Efna3,Epha2,Cell-Cell Contact,
1513,Efna4,Epha2,Cell-Cell Contact,
1514,Efna5,Epha2,Cell-Cell Contact,
1515,Efna3,Epha3,Cell-Cell Contact,
1516,Efna4,Epha3,Cell-Cell Contact,
1517,Efna5,Epha3,Cell-Cell Contact,
1518,Efna3,Epha8,Cell-Cell Contact,
1519,Efna4,Epha8,Cell-Cell Contact,
1520,Efna5,Epha8,Cell-Cell Contact,
1521,Efnb2,Ephb2,Cell-Cell Contact,
1522,Efna5,Ephb3,Cell-Cell Contact,
1523,Efnb1,Ephb4,Cell-Cell Contact,
1524,Efnb3,Ephb5,Cell-Cell Contact,
1525,Tac2,Tacr3,Secreted Signaling,
1526,Col4a5,Itgb1_itga10,Secreted Signaling,
1527,Col4a5,Itgb1,Secreted Signaling,
1528,Col4a5,Itga10,Secreted Signaling,
1529,Col4a5,Itgb1_itga11,Secreted Signaling,
1530,Col4a5,Itga11,Secreted Signaling,
1531,Col4a5,Itgb1_itga1,Secreted Signaling,
1532,Col4a5,Itga1,Secreted Signaling,
1533,Col4a5,Itgb1_itga2,Secreted Signaling,
1534,Col4a5,Itga2,Secreted Signaling,
1535,Cd40lg,Itga2b_itgb3,Secreted Signaling,
1536,Cd40lg,Itga2b,Secreted Signaling,
1537,Cd40lg,Itgb3,Secreted Signaling,
1538,Cd40lg,Itgb1_itga5,Secreted Signaling,
1539,Cd40lg,Itgb1,Secreted Signaling,
1540,Cd40lg,Itga5,Secreted Signaling,
1541,Cd6,Alcam,Cell-Cell Contact,
1542,Gas6,Axl,Secreted Signaling,
1543,Adora1,Entpd1,Cell-Cell Contact,
1544,Sst,Sstr1,Secreted Signaling,
1545,Sst,Sstr2,Secreted Signaling,
1546,Ddc,Htr1f,Secreted Signaling,
1547,Nts,Ntsr1,Secreted Signaling,
1548,Nts,Sort1,Secreted Signaling,
1549,Sst,Sstr4,Secreted Signaling,
1550,L1cam,L1cam,Cell-Cell Contact,
1551,L1cam,Itga2b_itgb3,Cell-Cell Contact,
1552,L1cam,Itga2b,Cell-Cell Contact,
1553,L1cam,Itgb3,Cell-Cell Contact,
1554,L1cam,Itgb1_itga5,Cell-Cell Contact,
1555,L1cam,Itgb1,Cell-Cell Contact,
1556,L1cam,Itga5,Cell-Cell Contact,
1557,L1cam,Itgb1_itga9,Cell-Cell Contact,
1558,L1cam,Itga9,Cell-Cell Contact,
1559,L1cam,Itgb1_itgav,Cell-Cell Contact,
1560,L1cam,Itgav,Cell-Cell Contact,
1561,L1cam,Itgav_itgb3,Cell-Cell Contact,
1562,L1cam,Ezr_l1cam,Cell-Cell Contact,
1563,L1cam,Ezr,Cell-Cell Contact,
1564,Ccl2,Ccr1,Secreted Signaling,
1565,Ccl19,Ccr7,Secreted Signaling,
1566,Sst,Sstr3,Secreted Signaling,
1567,Cd70,Tnfrsf17,Secreted Signaling,
1568,Cd70,Gprc5b,Secreted Signaling,
1569,Cdh5,Cdh5,Cell-Cell Contact,
1570,Cd80,Cd274,Cell-Cell Contact,
1571,Ntf5,Ntrk2,Secreted Signaling,
1572,Ddc,Htr7,Secreted Signaling,
1573,Adipoq,Cnr2,Secreted Signaling,
1574,Ptges,Ptger1,Secreted Signaling,
1575,Ptges2,Ptger1,Secreted Signaling,
1576,Ptges3,Ptger1,Secreted Signaling,
1577,Ucn,Crhr1,Secreted Signaling,
1578,Btc,Erbb4,Secreted Signaling,
1579,Il13,Il13ra2,Secreted Signaling,
1580,Il13,Tmem219,Secreted Signaling,
1581,Adm,Mrgprb1,Secreted Signaling,
1582,Adm,Ramp3_calcrl_gper1,Secreted Signaling,
1583,Adm,Calcrl,Secreted Signaling,
1584,Adm,Gper1,Secreted Signaling,
1585,Sst,Sstr5,Secreted Signaling,
1586,Ptges,Ptger4,Secreted Signaling,
1587,Ptges2,Ptger4,Secreted Signaling,
1588,Ptges3,Ptger4,Secreted Signaling,
1589,Apln,Aplnr,Secreted Signaling,
1590,Ddc,Drd3,Secreted Signaling,
1591,Fbn1,Itgb1_itga5,Secreted Signaling,
1592,Fbn1,Itgb1,Secreted Signaling,
1593,Fbn1,Itga5,Secreted Signaling,
1594,Vegfc,Flt4,Secreted Signaling,
1595,Pdgfc,Flt4,Secreted Signaling,
1596,Vegfc,Kdr,Secreted Signaling,
1597,Slurp1,Chrna7,Secreted Signaling,
1598,Flt3l,Flt3,Secreted Signaling,
1599,Ccl11,Pparg,Secreted Signaling,
1600,Col15a1,Itgb1_itga10,Secreted Signaling,
1601,Col15a1,Itgb1,Secreted Signaling,
1602,Col15a1,Itga10,Secreted Signaling,
1603,Col15a1,Itgb1_itga11,Secreted Signaling,
1604,Col15a1,Itga11,Secreted Signaling,
1605,Col15a1,Itgb1_itga1,Secreted Signaling,
1606,Col15a1,Itga1,Secreted Signaling,
1607,Col15a1,Itgb1_itga2,Secreted Signaling,
1608,Col15a1,Itga2,Secreted Signaling,
1609,Col18a1,Itgb1_itga10,Secreted Signaling,
1610,Col18a1,Itgb1,Secreted Signaling,
1611,Col18a1,Itga10,Secreted Signaling,
1612,Col18a1,Itgb1_itga11,Secreted Signaling,
1613,Col18a1,Itga11,Secreted Signaling,
1614,Col18a1,Itgb1_itga1,Secreted Signaling,
1615,Col18a1,Itga1,Secreted Signaling,
1616,Col18a1,Itgb1_itga2,Secreted Signaling,
1617,Col18a1,Itga2,Secreted Signaling,
1618,Gdnf,Ret_gfra1,Secreted Signaling,
1619,Gdnf,Ret,Secreted Signaling,
1620,Gdnf,Gfra1,Secreted Signaling,
1621,Nectin1,Cd96,Secreted Signaling,
1622,Thpo,Mpl,Secreted Signaling,
1623,Pnoc,Oprl1,Secreted Signaling,
1624,Lep,Lepr,Secreted Signaling,
1625,Cd200,Cd200r1,Cell-Cell Contact,
1626,Wnt5a,Ror1,Secreted Signaling,
1627,Wnt5a,Ror2,Secreted Signaling,
1628,Wnt5a,Ptprk,Secreted Signaling,
1629,Wnt5a,Epha7,Secreted Signaling,
1630,Wnt5a,Antxr1,Secreted Signaling,
1631,Ddc,Htr2b,Secreted Signaling,
