,from,to,pathway,database
12130,p38b,CG8108,ppi,ppi
12131,Sec22,Vamp7,ppi,ppi
12132,flw,CG18190,ppi,ppi
12133,HDAC1,upSET,ppi,ppi
12134,Bsg25A,Elba3,ppi,ppi
12135,flw,Sara,ppi,ppi
12136,flw,Sara,ppi,ppi
12137,flw,Sara,ppi,ppi
12138,E(z),HDAC1,ppi,ppi
12139,E(z),HDAC1,ppi,ppi
12140,E(z),HDAC1,ppi,ppi
12141,E(z),HDAC1,ppi,ppi
12142,cnn,Plp,ppi,ppi
12143,cnn,Plp,ppi,ppi
12144,cnn,Plp,ppi,ppi
12145,cnn,Plp,ppi,ppi
12146,cnn,Plp,ppi,ppi
12147,cnn,Plp,ppi,ppi
12148,cnn,Plp,ppi,ppi
12149,rst,sns,ppi,ppi
12150,rst,sns,ppi,ppi
12151,His3,Su(var)3-9,ppi,ppi
12152,His3,Su(var)3-9,ppi,ppi
12153,His3,Su(var)3-9,ppi,ppi
12154,CG7611,didum,ppi,ppi
12155,BicD,egl,ppi,ppi
12156,BicD,egl,ppi,ppi
12157,BicD,egl,ppi,ppi
12158,BicD,egl,ppi,ppi
12159,BicD,egl,ppi,ppi
12160,BicD,egl,ppi,ppi
12161,BicD,egl,ppi,ppi
12162,BicD,egl,ppi,ppi
12163,BicD,egl,ppi,ppi
12164,BicD,egl,ppi,ppi
12165,BicD,egl,ppi,ppi
12166,Taf10,Ada3,ppi,ppi
12167,e(y)1,Ada2b,ppi,ppi
12168,e(y)1,Ada2b,ppi,ppi
12169,e(y)1,Ada2b,ppi,ppi
12170,e(y)1,Ada2b,ppi,ppi
12171,Atac2,Atac3,ppi,ppi
12172,e(y)2,Tbp,ppi,ppi
12173,Hsp23,Ack,ppi,ppi
12174,Taf1,Stat92E,ppi,ppi
12175,cact,dl,ppi,ppi
12176,cact,dl,ppi,ppi
12177,cact,dl,ppi,ppi
12178,cact,dl,ppi,ppi
12179,cact,dl,ppi,ppi
12180,cact,dl,ppi,ppi
12181,cact,dl,ppi,ppi
12182,cact,dl,ppi,ppi
12183,cact,dl,ppi,ppi
12184,cact,dl,ppi,ppi
12185,cact,dl,ppi,ppi
12186,cact,dl,ppi,ppi
12187,cact,dl,ppi,ppi
12188,numb,AP-2alpha,ppi,ppi
12189,lin-52,mip120,ppi,ppi
12190,lin-52,mip120,ppi,ppi
12191,lin-52,mip120,ppi,ppi
12192,eIF4E1,Thor,ppi,ppi
12193,eIF4E1,Thor,ppi,ppi
12194,eIF4E1,Thor,ppi,ppi
12195,eIF4E1,Thor,ppi,ppi
12196,eIF4E1,Thor,ppi,ppi
12197,eIF4E1,Thor,ppi,ppi
12198,eIF4E1,Thor,ppi,ppi
12199,eIF4E1,Thor,ppi,ppi
12200,eIF4E1,Thor,ppi,ppi
12201,eIF4E1,Thor,ppi,ppi
12202,eIF4E1,Thor,ppi,ppi
12203,eIF4E1,Thor,ppi,ppi
12204,Uba5,Mocs2B,ppi,ppi
12205,sw,Dlic,ppi,ppi
12206,sw,Dlic,ppi,ppi
12207,Hsp83,Ack,ppi,ppi
12208,gig,Fbw5,ppi,ppi
12209,Rab11,Rip11,ppi,ppi
12210,Rab11,Rip11,ppi,ppi
12211,Rab11,Rip11,ppi,ppi
12212,Rab11,Rip11,ppi,ppi
12213,Rab11,Rip11,ppi,ppi
12214,crb,sdt,ppi,ppi
12215,crb,sdt,ppi,ppi
12216,crb,sdt,ppi,ppi
12217,crb,sdt,ppi,ppi
12218,crb,sdt,ppi,ppi
12219,crb,sdt,ppi,ppi
12220,crb,sdt,ppi,ppi
12221,crb,sdt,ppi,ppi
12222,N,Eogt,ppi,ppi
12223,tyf,pAbp,ppi,ppi
12224,tyf,pAbp,ppi,ppi
12225,tyf,pAbp,ppi,ppi
12226,tyf,pAbp,ppi,ppi
12227,tyf,pAbp,ppi,ppi
12228,Catsup,Pu,ppi,ppi
12229,Catsup,Pu,ppi,ppi
12230,cnn,mael,ppi,ppi
12231,cnn,mael,ppi,ppi
12232,N,Su(H),ppi,ppi
12233,N,Su(H),ppi,ppi
12234,N,Su(H),ppi,ppi
12235,N,Su(H),ppi,ppi
12236,N,Su(H),ppi,ppi
12237,N,Su(H),ppi,ppi
12238,N,Su(H),ppi,ppi
12239,N,Su(H),ppi,ppi
12240,cact,dl,ppi,ppi
12241,cact,dl,ppi,ppi
12242,cact,dl,ppi,ppi
12243,cact,dl,ppi,ppi
12244,cact,dl,ppi,ppi
12245,cact,dl,ppi,ppi
12246,cact,dl,ppi,ppi
12247,cact,dl,ppi,ppi
12248,cact,dl,ppi,ppi
12249,cact,dl,ppi,ppi
12250,cact,dl,ppi,ppi
12251,cos,cos,ppi,ppi
12252,cos,cos,ppi,ppi
12253,Cont,Nrg,ppi,ppi
12254,Cont,Nrg,ppi,ppi
12255,His3,nej,ppi,ppi
12256,eIF4E7,eIF4G2,ppi,ppi
12257,Uba5,Mocs2B,ppi,ppi
12258,knk,obst-A,ppi,ppi
12259,Rev1,DNApol-iota,ppi,ppi
12260,Gpo1,Strn-Mlck,ppi,ppi
12261,mgr,mgr,ppi,ppi
12262,cos,sgg,ppi,ppi
12263,Taf1,Taf10,ppi,ppi
12264,Nedd8,Den1,ppi,ppi
12265,Nedd8,Den1,ppi,ppi
12266,His3,HP1c,ppi,ppi
12267,His3,HP1c,ppi,ppi
12268,His3,HP1c,ppi,ppi
12269,eIF4E1,eIF4G1,ppi,ppi
12270,eIF4E1,eIF4G1,ppi,ppi
12271,eIF4E1,eIF4G1,ppi,ppi
12272,eIF4E1,eIF4G1,ppi,ppi
12273,eIF4E1,eIF4G1,ppi,ppi
12274,eIF4E1,eIF4G1,ppi,ppi
12275,Atac1,Ada2a,ppi,ppi
12276,Atac1,Ada2a,ppi,ppi
12277,Atac1,Ada2a,ppi,ppi
12278,Atac1,Ada2a,ppi,ppi
12279,Atac1,Ada2a,ppi,ppi
12280,Atac1,Ada2a,ppi,ppi
12281,Dif,Rel,ppi,ppi
12282,lin-52,Rbf2,ppi,ppi
12283,e(y)2,Taf4,ppi,ppi
12284,fln,Strn-Mlck,ppi,ppi
12285,Dredd,Nup358,ppi,ppi
12286,Ser,mib1,ppi,ppi
12287,sbr,PCID2,ppi,ppi
12288,awd,zip,ppi,ppi
12289,Cul3,rdx,ppi,ppi
12290,Cul3,rdx,ppi,ppi
12291,N,Su(H),ppi,ppi
12292,N,Su(H),ppi,ppi
12293,N,Su(H),ppi,ppi
12294,N,Su(H),ppi,ppi
12295,N,Su(H),ppi,ppi
12296,N,Su(H),ppi,ppi
12297,N,Su(H),ppi,ppi
12298,N,Su(H),ppi,ppi
12299,N,Su(H),ppi,ppi
12300,N,Su(H),ppi,ppi
12301,N,Su(H),ppi,ppi
12302,N,Su(H),ppi,ppi
12303,N,Su(H),ppi,ppi
12304,N,Su(H),ppi,ppi
12305,N,Su(H),ppi,ppi
12306,N,Su(H),ppi,ppi
12307,N,Su(H),ppi,ppi
12308,eIF4E1,eIF4G2,ppi,ppi
12309,eIF4E1,eIF4G2,ppi,ppi
12310,eIF4E1,eIF4G2,ppi,ppi
12311,eIF4E1,eIF4G2,ppi,ppi
12312,Tbp,Taf10,ppi,ppi
12313,Tbp,Taf10,ppi,ppi
12314,Vps45,Rbsn-5,ppi,ppi
12315,Vps45,Rbsn-5,ppi,ppi
12316,Stat92E,e(y)3,ppi,ppi
12317,Stat92E,e(y)3,ppi,ppi
12318,Stat92E,e(y)3,ppi,ppi
12319,Patj,didum,ppi,ppi
12320,fu,smo,ppi,ppi
12321,fu,smo,ppi,ppi
12322,fu,smo,ppi,ppi
12323,fu,smo,ppi,ppi
12324,fu,smo,ppi,ppi
12325,Cap-H2,slmb,ppi,ppi
12326,Cap-H2,slmb,ppi,ppi
12327,EndoGI,Glo1,ppi,ppi
12328,E2f2,slmb,ppi,ppi
12329,slmb,slmb,ppi,ppi
12330,Mbs,slmb,ppi,ppi
12331,CG14715,Glo1,ppi,ppi
12332,TBCD,Dscam1,ppi,ppi
12333,TBCD,Dscam1,ppi,ppi
12334,TBCD,Dscam1,ppi,ppi
12335,Fer2LCH,step,ppi,ppi
12336,cup,sstn,ppi,ppi
12337,CG7407,slmb,ppi,ppi
12338,smg,sstn,ppi,ppi
12339,CG2004,Glo1,ppi,ppi
12340,Sh3beta,Glo1,ppi,ppi
12341,His3,Phf7,ppi,ppi
12342,SAK,slmb,ppi,ppi
12343,SAK,slmb,ppi,ppi
12344,Cand1,sstn,ppi,ppi
12345,vri,slmb,ppi,ppi
12346,vri,slmb,ppi,ppi
12347,Cul1,slmb,ppi,ppi
12348,Cul1,slmb,ppi,ppi
12349,Cul1,slmb,ppi,ppi
12350,SMC1,solo,ppi,ppi
12351,SMC1,solo,ppi,ppi
12352,SMC1,solo,ppi,ppi
12353,Lrrk,Lrrk,ppi,ppi
12354,Lrrk,Lrrk,ppi,ppi
12355,Akt1,slmb,ppi,ppi
12356,Akt1,slmb,ppi,ppi
12357,sstn,step,ppi,ppi
12358,rb,Arf102F,ppi,ppi
12359,mib2,zip,ppi,ppi
12360,His4,Nph,ppi,ppi
12361,Cp190,Chro,ppi,ppi
12362,Cp190,Chro,ppi,ppi
12363,Cp190,Chro,ppi,ppi
12364,LamC,bocks,ppi,ppi
12365,ari-1,ari-1,ppi,ppi
12366,ari-1,ari-1,ppi,ppi
12367,mt:CoI,cype,ppi,ppi
12368,ND-PDSW,wupA,ppi,ppi
12369,mt:CoI,mt:CoII,ppi,ppi
12370,ATPsynO,Cpr78E,ppi,ppi
12371,Mis12,Dhc16F,ppi,ppi
12372,SdhB,SdhA,ppi,ppi
12373,CG16908,Nipped-A,ppi,ppi
12374,ProtA,Nap1,ppi,ppi
12375,Arf102F,deltaCOP,ppi,ppi
12376,bam,tut,ppi,ppi
12377,bam,tut,ppi,ppi
12378,bam,tut,ppi,ppi
12379,mt:CoII,COX5A,ppi,ppi
12380,UQCR-Q,UQCR-C1,ppi,ppi
12381,gig,CG6182,ppi,ppi
12382,mt:CoI,COX6B,ppi,ppi
12383,Act79B,wupA,ppi,ppi
12384,sa,tbrd-3,ppi,ppi
12385,SF1,Drep2,ppi,ppi
12386,UQCR-Q,UQCR-C2,ppi,ppi
12387,ox,UQCR-14,ppi,ppi
12388,ninaA,Vps4,ppi,ppi
12389,gt,REPTOR-BP,ppi,ppi
12390,Con,Drep2,ppi,ppi
12391,ox,UQCR-Q,ppi,ppi
12392,Pp1alpha-96A,REPTOR,ppi,ppi
12393,Arl1,Sec71,ppi,ppi
12394,Cp190,Rm62,ppi,ppi
12395,Cp190,Rm62,ppi,ppi
12396,Git,Pak,ppi,ppi
12397,Chro,east,ppi,ppi
12398,kay,CG16813,ppi,ppi
12399,14-3-3zeta,REPTOR,ppi,ppi
12400,kay,REPTOR-BP,ppi,ppi
12401,cype,COX6B,ppi,ppi
12402,Drep2,mld,ppi,ppi
12403,Act87E,Lasp,ppi,ppi
12404,Act87E,Lasp,ppi,ppi
12405,tx,da,ppi,ppi
12406,ATPsynB,Cpr78E,ppi,ppi
12407,dpp,gbb,ppi,ppi
12408,dpp,gbb,ppi,ppi
12409,CG3815,Ada2b,ppi,ppi
12410,Mdh2,wupA,ppi,ppi
12411,Pp1-87B,Rif1,ppi,ppi
12412,ATPsynbeta,sun,ppi,ppi
12413,Alh,Alh,ppi,ppi
12414,HtrA2,Opa1,ppi,ppi
12415,cos,Drep2,ppi,ppi
12416,Tm2,wupA,ppi,ppi
12417,ct,Ada2b,ppi,ppi
12418,ImpL2,Pi3K21B,ppi,ppi
12419,ATPsynbeta,ATPsynF,ppi,ppi
12420,PAPLA1,Sec23,ppi,ppi
12421,CadN,siz,ppi,ppi
12422,CadN,siz,ppi,ppi
12423,Drep2,CG17271,ppi,ppi
12424,Pli,Sin1,ppi,ppi
12425,Usp7,p53,ppi,ppi
12426,betaCOP,Arf79F,ppi,ppi
12427,CHMP2B,Vps4,ppi,ppi
12428,ox,UQCR-11,ppi,ppi
12429,Arf102F,zetaCOP,ppi,ppi
12430,ari-1,Ubc10,ppi,ppi
12431,ari-1,Ubc10,ppi,ppi
12432,mbc,Crk,ppi,ppi
12433,mbc,Crk,ppi,ppi
12434,mbc,Crk,ppi,ppi
12435,Stip1,Lst8,ppi,ppi
12436,bt,Lasp,ppi,ppi
12437,Argk,wupA,ppi,ppi
12438,blow,Vrp1,ppi,ppi
12439,ATPsynCF6,wupA,ppi,ppi
12440,CCT7,Lst8,ppi,ppi
12441,GstS1,wupA,ppi,ppi
12442,wal,Vps4,ppi,ppi
12443,Lasp,wupA,ppi,ppi
12444,Cyt-c1,wupA,ppi,ppi
12445,sens,CtBP,ppi,ppi
12446,ftz-f1,Ada2b,ppi,ppi
12447,Pi3K68D,Vps4,ppi,ppi
12448,Act57B,Lasp,ppi,ppi
12449,Act57B,Lasp,ppi,ppi
12450,Ptx1,Ada2b,ppi,ppi
12451,CrebB,CrebB,ppi,ppi
12452,REPTOR-BP,CG16815,ppi,ppi
12453,TpnC4,wupA,ppi,ppi
12454,htl,Drep2,ppi,ppi
12455,UQCR-C1,UQCR-C2,ppi,ppi
12456,REPTOR,Karybeta3,ppi,ppi
12457,Taf5,Taf12,ppi,ppi
12458,ci,Ada2b,ppi,ppi
12459,ATPsynB,wupA,ppi,ppi
12460,Rab6,CG12702,ppi,ppi
12461,E(spl)m7-HLH,E(spl)mbeta-HLH,ppi,ppi
12462,Rab30,PI4KIIIalpha,ppi,ppi
12463,Dll,Dll,ppi,ppi
12464,Hsp83,Dpit47,ppi,ppi
12465,Syt1,Snap25,ppi,ppi
12466,pbl,aPKC,ppi,ppi
12467,comt,alphaSnap,ppi,ppi
12468,clu,Grasp65,ppi,ppi
12469,fz,Patj,ppi,ppi
12470,fz,Patj,ppi,ppi
12471,fz,Patj,ppi,ppi
12472,Rab30,rhea,ppi,ppi
12473,png,gnu,ppi,ppi
12474,Scp1,wupA,ppi,ppi
12475,Pp2A-29B,Vps4,ppi,ppi
12476,Pi3K92E,RtGEF,ppi,ppi
12477,STUB1,stv,ppi,ppi
12478,cype,levy,ppi,ppi
12479,Drep2,Saf-B,ppi,ppi
12480,Xbp1,Xbp1,ppi,ppi
12481,Dsk,CCKLR-17D1,ppi,ppi
12482,Dsk,CCKLR-17D1,ppi,ppi
12483,Thor,PRAS40,ppi,ppi
12484,Pi3K21B,SkpA,ppi,ppi
12485,Pi3K21B,SkpA,ppi,ppi
12486,Arf102F,beta'COP,ppi,ppi
12487,Ten-m,Ten-a,ppi,ppi
12488,Ten-m,Ten-a,ppi,ppi
12489,Drep2,CG30122,ppi,ppi
12490,UQCR-C1,UQCR-11,ppi,ppi
12491,Cyt-c1,UQCR-11,ppi,ppi
12492,Mfe2,Mfe2,ppi,ppi
12493,Mfe2,Mfe2,ppi,ppi
12494,Sin1,Thor,ppi,ppi
12495,twi,Mef2,ppi,ppi
12496,COX5A,levy,ppi,ppi
12497,Cnx99A,Vps4,ppi,ppi
12498,Lasp,Strn-Mlck,ppi,ppi
12499,Doc1,Adk2,ppi,ppi
12500,Ada2b,pps,ppi,ppi
12501,Pi3K92E,Git,ppi,ppi
12502,klar,Msp300,ppi,ppi
12503,klar,Msp300,ppi,ppi
12504,tj,tj,ppi,ppi
12505,Taf1,Taf11,ppi,ppi
12506,Dp,Ada2b,ppi,ppi
12507,emc,da,ppi,ppi
12508,emc,da,ppi,ppi
12509,emc,da,ppi,ppi
12510,His2A,His2B,ppi,ppi
12511,His2A,His2B,ppi,ppi
12512,His2A,His2B,ppi,ppi
12513,His2A,His2B,ppi,ppi
12514,His2A,His2B,ppi,ppi
12515,His2A,His2B,ppi,ppi
12516,His2A,His2B,ppi,ppi
12517,Diap1,Ubr3,ppi,ppi
12518,Diap1,Ubr3,ppi,ppi
12519,ProtA,Nph,ppi,ppi
12520,ProtA,Nph,ppi,ppi
12521,mt:CoI,levy,ppi,ppi
12522,Tor,rept,ppi,ppi
12523,14-3-3epsilon,Tsc1,ppi,ppi
12524,png,gnu,ppi,ppi
12525,png,gnu,ppi,ppi
12526,png,gnu,ppi,ppi
12527,png,gnu,ppi,ppi
12528,Rab7,Fnta,ppi,ppi
12529,Rab5,Ubr1,ppi,ppi
12530,PCNA,PR-Set7,ppi,ppi
12531,PCNA,PR-Set7,ppi,ppi
12532,Dll,Zif,ppi,ppi
12533,png,CG6962,ppi,ppi
12534,Rab6,Egm,ppi,ppi
12535,spi,rho-4,ppi,ppi
12536,spi,rho-4,ppi,ppi
12537,spi,rho-4,ppi,ppi
12538,spi,rho-4,ppi,ppi
12539,BicD,Rab2,ppi,ppi
12540,Rab5,Rbcn-3B,ppi,ppi
12541,fu,Smurf,ppi,ppi
12542,Rpp20,Thor,ppi,ppi
12543,Cdc37,S6k,ppi,ppi
12544,Cdc37,S6k,ppi,ppi
12545,pnr,Ada2b,ppi,ppi
12546,Drep2,Nup43,ppi,ppi
12547,mt:CoII,levy,ppi,ppi
12548,sqh,mib2,ppi,ppi
12549,sqh,mib2,ppi,ppi
12550,teq,Drep2,ppi,ppi
12551,Ada2b,Hcf,ppi,ppi
12552,Drep2,Cpr65Av,ppi,ppi
12553,Tbp,Taf11,ppi,ppi
12554,Tbp,Taf11,ppi,ppi
12555,Tbp,Taf11,ppi,ppi
12556,Gdh,wupA,ppi,ppi
12557,DOR,Atg8a,ppi,ppi
12558,Drep2,Rab3-GEF,ppi,ppi
12559,His4,Nap1,ppi,ppi
12560,His4,Nap1,ppi,ppi
12561,His4,Nap1,ppi,ppi
12562,His4,Nap1,ppi,ppi
12563,pins,cno,ppi,ppi
12564,pins,cno,ppi,ppi
12565,Irbp18,Xrp1,ppi,ppi
12566,Irbp18,Xrp1,ppi,ppi
12567,Irbp18,Xrp1,ppi,ppi
12568,Irbp18,Xrp1,ppi,ppi
12569,CG16908,pont,ppi,ppi
12570,CG16813,CG16813,ppi,ppi
12571,Drep2,Fmr1,ppi,ppi
12572,unk,Tor,ppi,ppi
12573,FoxK,Ada2b,ppi,ppi
12574,14-3-3epsilon,Tsc1,ppi,ppi
12575,pum,AGO2,ppi,ppi
12576,pum,AGO2,ppi,ppi
12577,Atf6,Atf6,ppi,ppi
12578,Eb1,Kank,ppi,ppi
12579,Drep2,RnpS1,ppi,ppi
12580,mt:CoII,cype,ppi,ppi
12581,Tor,CG16908,ppi,ppi
12582,Pdp1,Pdp1,ppi,ppi
12583,oc,Ada2b,ppi,ppi
12584,LamC,LamC,ppi,ppi
12585,LamC,LamC,ppi,ppi
12586,DOR,Atg8b,ppi,ppi
12587,CG16815,CG16815,ppi,ppi
12588,Tor,Thor,ppi,ppi
12589,14-3-3epsilon,Sin1,ppi,ppi
12590,AP-1-2beta,Arf102F,ppi,ppi
12591,dlg1,hts,ppi,ppi
12592,dlg1,hts,ppi,ppi
12593,dlg1,hts,ppi,ppi
12594,ac,E(spl)mbeta-HLH,ppi,ppi
12595,Rab14,Rabex-5,ppi,ppi
12596,dpp,scw,ppi,ppi
12597,dpp,scw,ppi,ppi
12598,dpp,scw,ppi,ppi
12599,dpp,scw,ppi,ppi
12600,Syt1,nSyb,ppi,ppi
12601,Rab6,CG33052,ppi,ppi
12602,Rab19,plx,ppi,ppi
12603,Cip4,Nost,ppi,ppi
12604,E(spl)m5-HLH,E(spl)mgamma-HLH,ppi,ppi
12605,wgn,egr,ppi,ppi
12606,Rab18,spartin,ppi,ppi
12607,Arf79F,deltaCOP,ppi,ppi
12608,Su(var)3-3,Su(var)3-9,ppi,ppi
12609,COX4,levy,ppi,ppi
12610,CG12262,Vps4,ppi,ppi
12611,Taf12L,tbrd-1,ppi,ppi
12612,rho-7,Opa1,ppi,ppi
12613,Act5C,Lasp,ppi,ppi
12614,Act5C,Lasp,ppi,ppi
12615,Drep2,CG17127,ppi,ppi
12616,Ada2b,CG45071,ppi,ppi
12617,Chmp1,Vps4,ppi,ppi
12618,Prm,wupA,ppi,ppi
12619,Atf-2,Atf-2,ppi,ppi
12620,CG16813,Atf6,ppi,ppi
12621,Taf12L,tbrd-2,ppi,ppi
12622,fz2,Pen,ppi,ppi
12623,Mhc,wupA,ppi,ppi
12624,mib2,Vps4,ppi,ppi
12625,Drep2,nolo,ppi,ppi
12626,Ncoa6,yki,ppi,ppi
12627,Ncoa6,yki,ppi,ppi
12628,Ncoa6,yki,ppi,ppi
12629,rb,Arf79F,ppi,ppi
12630,UQCR-14,UQCR-Q,ppi,ppi
12631,His4,Nlp,ppi,ppi
12632,His4,Nlp,ppi,ppi
12633,His4,Nlp,ppi,ppi
12634,Acon,wupA,ppi,ppi
12635,snf,Drep2,ppi,ppi
12636,Actn,Lasp,ppi,ppi
12637,Actn,Lasp,ppi,ppi
12638,g,Arf102F,ppi,ppi
12639,CG16813,REPTOR,ppi,ppi
12640,Sec63,Vps4,ppi,ppi
12641,His3,P32,ppi,ppi
12642,ATPsynG,Cpr78E,ppi,ppi
12643,REPTOR-BP,CG16813,ppi,ppi
12644,Tm1,Tm2,ppi,ppi
12645,sns,Crk,ppi,ppi
12646,CG3909,Ada2b,ppi,ppi
12647,CG7786,maf-S,ppi,ppi
12648,His2A,His3,ppi,ppi
12649,His2A,His3,ppi,ppi
12650,His2A,His3,ppi,ppi
12651,His2A,His3,ppi,ppi
12652,mod(mdg4),CG7099,ppi,ppi
12653,ATPsynbeta,ATPsynE,ppi,ppi
12654,COX6B,levy,ppi,ppi
12655,Actn,wupA,ppi,ppi
12656,Ada2b,chinmo,ppi,ppi
12657,cmb,mwh,ppi,ppi
12658,E(spl)mbeta-HLH,E(spl)mgamma-HLH,ppi,ppi
12659,E(spl)mgamma-HLH,dpn,ppi,ppi
12660,Syx1A,Syt4,ppi,ppi
12661,Rab6,zip,ppi,ppi
12662,Smox,Snoo,ppi,ppi
12663,Smox,Snoo,ppi,ppi
12664,Rab5,CG7956,ppi,ppi
12665,E(spl)m5-HLH,E(spl)mdelta-HLH,ppi,ppi
12666,Rab9,CG14562,ppi,ppi
12667,Cdc37,Rab6,ppi,ppi
12668,Rab14,CG6607,ppi,ppi
12669,dlg1,par-1,ppi,ppi
12670,Vps53,Vps50,ppi,ppi
12671,Vap33,Sac1,ppi,ppi
12672,Vap33,Sac1,ppi,ppi
12673,unc-45,Mhc,ppi,ppi
12674,rictor,Lst8,ppi,ppi
12675,crc,CG16815,ppi,ppi
12676,Cp190,ZIPIC,ppi,ppi
12677,Cp190,ZIPIC,ppi,ppi
12678,Cp190,ZIPIC,ppi,ppi
12679,Cp190,ZIPIC,ppi,ppi
12680,Orc6,cav,ppi,ppi
12681,Orc6,cav,ppi,ppi
12682,Drice,Ubr3,ppi,ppi
12683,Cul1,Pi3K21B,ppi,ppi
12684,vri,vri,ppi,ppi
12685,Taf4,Taf1,ppi,ppi
12686,Taf4,Taf1,ppi,ppi
12687,Taf4,Taf1,ppi,ppi
12688,Taf4,Taf1,ppi,ppi
12689,Arf79F,beta'COP,ppi,ppi
12690,spag,Tor,ppi,ppi
12691,Taf12L,nht,ppi,ppi
12692,Taf12L,nht,ppi,ppi
12693,Drep2,frm,ppi,ppi
12694,Ada2b,br,ppi,ppi
12695,Atf6,maf-S,ppi,ppi
12696,Ald,Ald,ppi,ppi
12697,Orc1,cav,ppi,ppi
12698,sun,Cpr78E,ppi,ppi
12699,His2B,Nlp,ppi,ppi
12700,His2B,Nlp,ppi,ppi
12701,His2B,Nlp,ppi,ppi
12702,Grip,kon,ppi,ppi
12703,Grip,kon,ppi,ppi
12704,Arf102F,Gmap,ppi,ppi
12705,14-3-3zeta,gig,ppi,ppi
12706,14-3-3zeta,gig,ppi,ppi
12707,WASp,Abp1,ppi,ppi
12708,Git,pix,ppi,ppi
12709,cmb,mwh,ppi,ppi
12710,COX5A,COX4,ppi,ppi
12711,Cyt-c1,UQCR-C2,ppi,ppi
12712,cg,Ada2b,ppi,ppi
12713,CG8060,Thor,ppi,ppi
12714,crc,slbo,ppi,ppi
12715,RFeSP,UQCR-C1,ppi,ppi
12716,Lasp,sls,ppi,ppi
12717,Hexo2,Thor,ppi,ppi
12718,zfh2,Ada2b,ppi,ppi
12719,His2B,Usp7,ppi,ppi
12720,Tm1,GstS1,ppi,ppi
12721,Tm1,GstS1,ppi,ppi
12722,kdn,wupA,ppi,ppi
12723,TpnC41C,wupA,ppi,ppi
12724,ATPsynG,blw,ppi,ppi
12725,crc,Irbp18,ppi,ppi
12726,DNApol-alpha180,Dpit47,ppi,ppi
12727,DNApol-alpha180,Dpit47,ppi,ppi
12728,rho,Krn,ppi,ppi
12729,rho,Krn,ppi,ppi
12730,Rab5,CG8270,ppi,ppi
12731,His1,Stat92E,ppi,ppi
12732,Rab14,Tbc1d15-17,ppi,ppi
12733,E(spl)mbeta-HLH,E(spl)mbeta-HLH,ppi,ppi
12734,Snap25,nSyb,ppi,ppi
12735,Snap25,nSyb,ppi,ppi
12736,l(2)k01209,Rab30,ppi,ppi
12737,Rtnl1,Acsl,ppi,ppi
12738,png,mRpS22,ppi,ppi
12739,msn,Traf4,ppi,ppi
12740,msn,Traf4,ppi,ppi
12741,yps,PQBP1,ppi,ppi
12742,yps,PQBP1,ppi,ppi
12743,ox,Cyt-c1,ppi,ppi
12744,e(y)1,Taf11,ppi,ppi
12745,CG10103,Vps4,ppi,ppi
12746,CG7971,CG16908,ppi,ppi
12747,ProtB,P32,ppi,ppi
12748,ProtB,P32,ppi,ppi
12749,ProtB,P32,ppi,ppi
12750,His3,Nap1,ppi,ppi
12751,His3,Nap1,ppi,ppi
12752,His3,Nap1,ppi,ppi
12753,His3,Nap1,ppi,ppi
12754,His3,Nap1,ppi,ppi
12755,His2A,Nlp,ppi,ppi
12756,His2A,Nlp,ppi,ppi
12757,His2A,Nlp,ppi,ppi
12758,Mf,wupA,ppi,ppi
12759,Drep2,Capr,ppi,ppi
12760,mt:CoII,COX6B,ppi,ppi
12761,Nplp1,Gyc76C,ppi,ppi
12762,dUTPase,Adk2,ppi,ppi
12763,Tbp,Taf12,ppi,ppi
12764,Tbp,Taf12,ppi,ppi
12765,Tbp,Taf12,ppi,ppi
12766,Tbp,Taf12,ppi,ppi
12767,Hsf,Ada2b,ppi,ppi
12768,COX5A,COX6B,ppi,ppi
12769,betaCOP,Arf102F,ppi,ppi
12770,His3,Drep2,ppi,ppi
12771,Cpr78E,ATPsynE,ppi,ppi
12772,Drep2,CG15701,ppi,ppi
12773,Pgam5,chico,ppi,ppi
12774,Gapdh1,Gpdh1,ppi,ppi
12775,Rab4,RhoGAP68F,ppi,ppi
12776,Vps51,Arl5,ppi,ppi
12777,crc,Irbp18,ppi,ppi
12778,unk,Lst8,ppi,ppi
12779,tbrd-1,tbrd-3,ppi,ppi
12780,zip,zip,ppi,ppi
12781,zip,zip,ppi,ppi
12782,zip,zip,ppi,ppi
12783,DMAP1,akirin,ppi,ppi
12784,Tom40,Opa1,ppi,ppi
12785,Sec61alpha,Vps4,ppi,ppi
12786,slbo,CG7786,ppi,ppi
12787,up,wupA,ppi,ppi
12788,CG5177,wupA,ppi,ppi
12789,ox,UQCR-C1,ppi,ppi
12790,up,Lasp,ppi,ppi
12791,Drep2,Moca-cyp,ppi,ppi
12792,RFeSP,Cyt-c1,ppi,ppi
12793,fz2,Grip,ppi,ppi
12794,Rab18,CG31935,ppi,ppi
12795,TM9SF2,PGRP-LC,ppi,ppi
12796,baz,fz,ppi,ppi
12797,baz,fz,ppi,ppi
12798,grk,ru,ppi,ppi
12799,Rab5,Nadsyn,ppi,ppi
12800,Rab35,Rbpn-5,ppi,ppi
12801,Rab35,Rbpn-5,ppi,ppi
12802,Rab4,Vps53,ppi,ppi
12803,Lrrk,futsch,ppi,ppi
12804,Rab5,CG4041,ppi,ppi
12805,Rab4,CG31064,ppi,ppi
12806,eya,eya,ppi,ppi
